repl_1,repl_2
80.0312794500383,30.7023676025059
65.0077159528713,31.2973764986546
81.5582244969786,31.3821097265415
74.1891885412287,31.3749191192798
39.3214116046741,9.68395343915155
65.6952804981724,20.3297182326677
62.7174567198992,19.0707420334095
73.2162943711577,27.6723409626943
67.78590661355,26.1589296373417
62.7958323138826,20.1144826296838
39.3727461155176,10.1852249943637
60.3055573200868,11.1808140956
32.9498589512741,1.63786735101432
38.3663697728513,13.3521559063101
70.1017702803253,25.0148290581025
65.1781097731182,16.8491650410459
75.7588423485912,29.6550008244744
76.7714002451959,29.7183876611609
39.4354263747301,5.46999179979481
37.8361836535708,7.99104328424527
78.7146320627723,31.3773580321999
49.8636661540444,6.70886830955576
67.5481013047084,27.9066620006099
80.5668362757896,31.540104977125
74.5528807672834,29.7079040405071
45.1830287101131,9.71224411792268
70.3197096206355,22.150385361173
49.066125005424,9.72638133608717
69.1092597921993,26.2051512248186
66.4947182492625,23.986768045264
70.1927684038345,27.0203499203385
62.9238417432474,16.3091892334444
42.2566536768167,15.7811822891242
51.4597773338438,16.3853938654838
76.8833709229518,29.7863148429515
79.9544959160441,30.317445681265
65.813726968773,19.0401445310345
51.8096694367149,11.9058610663962
52.3701834918128,10.495613521284
57.3014157723317,16.1292305115638
71.1087611926088,28.8911380404101
53.7162587253509,11.4152338148413
54.6573562086124,20.5836328176812
73.2854541108295,30.4770690897076
85.0214703294374,29.5770428361622
51.6195971520828,16.24041448261
54.0839393997682,13.2078953994094
70.3667788147323,28.2205656178375
46.4801530040275,17.7120068743198
67.9838382214182,28.6861883411534
76.4458045520402,31.3666886441183
79.4541997582299,30.8143062789124
82.3788578622344,31.471387103736
76.712409320619,31.1554373225026
58.8693086954456,21.2890040035254
74.8042346602503,31.226451910441
81.9571298325247,30.2126585937192
54.6696333822504,20.1950703132181
60.0398393185324,21.053801262906
73.996243352263,29.9059832666663
73.6788413274348,26.8874363084497
73.2024147521674,31.2412575992996
55.4587712253617,21.4370857871139
81.9075701240778,29.3243774409506
82.2308097735219,23.7139156856516
63.1439751124666,26.8231103842839
59.2420722957883,15.9944172424306
76.148796414986,29.9059832666663
67.4191915549907,30.4400448482558
60.1367487981389,23.232184242109
57.5656580606026,15.7188317569454
45.3260338343588,9.9096728592975
78.1620738406136,31.5545956432525
44.9831525211425,15.2823097800357
111.664547258737,8.65974142281308
81.6362632569986,31.5244935160824
82.6871111821128,31.2484595709777
48.320933542628,9.98460513427992
68.5793377171859,28.3117036798964
66.5875399040087,28.7451770144828
41.5811740561668,10.040703553294
51.2278138131691,18.002399383501
58.0247746050631,27.5503578379906
47.9219270714739,8.65101432619438
64.7669521993266,23.5988499667784
71.1959118696518,27.1172157039927
67.6009282061402,27.9706927910034
48.8774491495095,20.3456860803597
78.6815220137604,31.3304828030748
57.0197267834155,22.9961729987201
77.9013596376587,24.5309923477308
72.0845978514767,24.0528878581708
63.2916952966985,25.1269351774078
82.7431984358411,30.904612848256
64.9163015999852,25.8073117127222
96.6933011899219,19.6630473391903
78.1755701735055,31.0317315271231
64.4214177658434,27.828310436828
71.6591036604379,19.6504900398354
46.1603672071857,13.8892679513736
86.5467658170961,29.7445548317971
65.3134819885637,24.6089441869078
64.3686946173414,24.9607230587959
71.3066205599024,21.8768699819154
49.3756818249497,19.3977670059143
43.5402275816983,4.43151624060525
77.6653372724039,29.3398312757901
70.7819149319208,24.1212020920879
64.9763345433764,28.3716895900788
40.0810212462783,14.1996038787552
75.2850512241457,31.5307428065642
44.5602702308763,8.64131800005049
63.0357023941934,24.1615172029225
47.3779288463256,10.7484076193546
65.5233323221191,26.1547166072389
64.0021998489117,23.4326267197224
58.0507050249222,21.8680666833885
63.4232761770905,21.7206685350625
67.1895644544769,29.4864592957426
51.2054401876238,17.3338980457547
62.6828942398404,24.8279315856724
51.3751740743035,20.7218603891454
51.5397659032991,21.0660950831082
43.9506886365288,10.9766579881756
56.2227525064344,15.7928570164202
67.1175649250812,24.2117361233999
77.5139359556789,31.062846368201
75.5486169106517,31.5549025007526
77.7607699497106,30.3841689534075
66.3961286812116,27.0983142949953
73.5091928066594,26.0167871282304
69.481474183953,30.1002162147491
64.1032640209516,23.9356821821189
73.193731902521,29.2697056895527
67.5657266773814,25.894223110931
64.3305417086449,25.7152522124769
81.0228863813065,31.5215251446736
74.1572623332557,29.0864324166196
68.4503020134169,19.233196813234
72.619446757214,27.9807455961947
78.8342866656254,31.2658814916048
61.3936352719742,18.4644969478285
33.0130435816413,2.3376342579869
111.664547258737,10.7373382512615
62.7268746560108,20.7312482435145
80.6742287033081,30.9934457181114
59.7996323378764,8.76234736667051
46.9015763038779,14.4373883169597
49.4970289481891,15.3575223291911
70.0647873578495,26.402187901118
58.9916799175985,8.48584590432592
75.2187741752413,31.507488983663
63.075973223326,20.9365964541927
76.9843655942961,31.3304220595325
56.7279001225776,21.785681067063
74.0108302746189,28.3180470604321
55.9909913253887,18.1090453307946
50.7599251534226,14.8710247953093
77.2631052287928,31.2999169585255
50.8187010102958,19.9816064252309
66.6852033903804,25.9266230222217
66.6799364033036,27.5253517924631
86.454384077649,25.9975418859483
78.6863993962908,31.3079988266376
78.328701651505,30.3089661133797
84.168430760437,30.8961385927252
45.3158329054166,10.1479842492265
79.2858204288411,31.5087157394771
78.1350147353322,31.399440814423
65.6344244020404,22.2396030863199
58.5320628791204,12.2625918683675
89.4208392956408,23.7031100565838
