"disp_repl1","disp_repl2"
0.0124951144961299,0.0325707780242453
0.0153827893403449,0.0319515599028879
0.012261179128992,0.0318652891317325
0.0134790529410397,0.0318725921236081
0.0254314369497643,0.103263610908854
0.0152217935963881,0.0491890732845036
0.0159445240974307,0.0524363445453841
0.0136581618694149,0.0361371667596942
0.0147523290600956,0.0382278638256096
0.0159246237075343,0.0497154223854736
0.0253982792326969,0.0981814344359976
0.0165822196898414,0.0894389255960824
0.0303491435723227,0.610550054240172
0.0260644936156461,0.0748942722820822
0.0142649749928021,0.0399762875723547
0.0153425744238511,0.059350121953457
0.0131997793128711,0.0337211253480963
0.0130256840021956,0.033649201006517
0.0253579101820183,0.182815630553141
0.0264297268761572,0.12514010554436
0.0127041183296459,0.0318701147169174
0.0200546826402753,0.149056436027467
0.0148042651190004,0.0358337374773861
0.0124120549623779,0.031705664921701
0.0134132979129471,0.0336610754712445
0.0221322038063415,0.102962815581893
0.0142207640701996,0.0451459414224404
0.0203806597706555,0.1028131599457
0.0144698409881229,0.0381604361455816
0.015038788438074,0.0416896514825573
0.0142464818348064,0.0370091432179155
0.0158922273703562,0.0613151264410712
0.0236649122206435,0.0633666085138096
0.0194326530702325,0.0610299641381535
0.0130067137795264,0.033572464578868
0.0125071140596027,0.0329843091173727
0.0151943985860955,0.0525206097238416
0.0193014163354486,0.0839922450315211
0.0190948347575741,0.0952778985213301
0.0174515757860708,0.0619992379229161
0.0140629647209202,0.0346126898359385
0.0186163374689395,0.0876022354180666
0.0182957989439385,0.0485822890865508
0.0136452726142312,0.0328115540591044
0.0117617349608898,0.0338100061435944
0.0193724874886911,0.0615747831479784
0.0184897773922934,0.0757122894874467
0.0142112516281708,0.0354351508591992
0.0215145591262006,0.0564588760096902
0.0147093783781827,0.0348599816785485
0.0130811626074163,0.0318809553455211
0.012585867116438,0.0324524586388091
0.0121390369562096,0.0317748943414473
0.0130357005972855,0.0320971260858448
0.0169867800753938,0.046972606131992
0.0133682271403731,0.0320241314276771
0.0122015009803717,0.033098709168477
0.0182916902516612,0.0495170348253493
0.0166556075324361,0.0474973610471885
0.0135141995687463,0.0334381247753394
0.0135724175622676,0.0371920918204366
0.013660751539216,0.0320089547234622
0.0180314128478687,0.0466481316504836
0.0122088837269272,0.0341013207190387
0.0121608920397863,0.042169332692916
0.0158368236750836,0.0372812841491312
0.0168798956762877,0.0625218152585867
0.0131321839225183,0.0334381247753394
0.0148325718083455,0.0328514627683704
0.0166287672676935,0.0430437357752816
0.0173714682275888,0.0636179593663597
0.0220623759770034,0.100911504768977
0.0127939287030584,0.0316911048807508
0.0222305450808498,0.0654351347664975
0.00895539385193505,0.1154768891096
0.0122494582689546,0.0317213661018803
0.0120937832475193,0.0320015774770786
0.0206949644116005,0.100154186024515
0.0145816514607344,0.03532108174437
0.0150178246777337,0.0347884446666015
0.0240493449908178,0.0995946145299688
0.0195206456329966,0.0555481510379382
0.0172340178278391,0.0362971692012308
0.0208672743587405,0.115593381572852
0.0154399731042215,0.0423749462964408
0.0140457502929499,0.0368769423423056
0.0147926962918413,0.0357517065262554
0.0204593328293614,0.0491504683622014
0.0127094643622312,0.0319177973185227
0.0175377901019837,0.0434854964804647
0.0128367464271649,0.0407647593633733
0.0138725890107676,0.0415750493619127
0.0157998611873517,0.0397979297092756
0.0120855855091872,0.032357629099257
0.0154044511987452,0.0387487085494082
0.0103419780656349,0.050856816990259
0.0127917199424394,0.0322250790010205
0.0155227878348589,0.0359346285959424
0.0139549610435902,0.0508893161428953
0.021663605826869,0.0719980349937093
0.0115544467844512,0.0336195988023662
0.0153107745836472,0.0406356320045623
0.0155355022491103,0.0400629419926844
0.0140239432488591,0.0457103781677478
0.020252884882588,0.0515523255689742
0.0229672662625296,0.225656399684868
0.012875756870695,0.0340833589191481
0.0141279026000048,0.04145730366929
0.015390218716207,0.0352464028208488
0.0249494640831502,0.0704244997634162
0.0132828494334514,0.0317150790304825
0.0224415156106277,0.115723087611653
0.015864025655596,0.0413881293795178
0.0211068745373734,0.0930370372444106
0.015261739056309,0.0382340216113536
0.0156244629459718,0.0426755400476865
0.0172263196385071,0.0457287795248779
0.0157670820600279,0.0460390985841781
0.0148832636156993,0.0339138717867148
0.019529174953596,0.0576904281633821
0.0159533156872711,0.0402772174777973
0.0194646542424111,0.0482582152963362
0.01940249402522,0.0474696423829325
0.0227527720502852,0.0911024103217241
0.0177863935047569,0.0633197653192374
0.0148992294508335,0.0413022839379755
0.0129009059812391,0.0321927999819005
0.0132365096925952,0.0316907966987427
0.0128599549701825,0.0329118759684836
0.0150611190721873,0.0369026644651725
0.0136037407270973,0.0384367214549301
0.0143923256054195,0.0332223527188486
0.015599829669721,0.0417786295954017
0.0136623720912577,0.0341650172573116
0.0148004032395727,0.0386186523424933
0.0155447159846567,0.0388874272644624
0.0123421917517705,0.0317243532922447
0.0134848559471639,0.0343802906343582
0.0146091393403055,0.0519934366455357
0.0137704161165433,0.035738861802739
0.0126848360313259,0.0319837456132017
0.0162883334008484,0.0541579877765152
0.0302910574581528,0.427782916246774
0.00895539385193505,0.0931329512584287
0.0159421301552791,0.0482363622418556
0.0123955322049332,0.0322648862309503
0.0167225108400309,0.114124669812078
0.0213212450157527,0.0692646050688611
0.0202032328252823,0.0651146700987848
0.0142725046019564,0.0378756489327787
0.0169515430209283,0.117843290023711
0.0132945532676489,0.0317384860633773
0.0158538972749483,0.0477632552257433
0.0129896504605877,0.0319178592008703
0.0176280101650017,0.0459017093347549
0.0135115360318142,0.0353131696499392
0.0178600159834383,0.0552210225184809
0.019700580664323,0.0672448613168494
0.012942788113923,0.0319489665523735
0.0196777953808265,0.0500460262663012
0.0149958303965262,0.038570391490743
0.0149970149034284,0.0363301442081412
0.011566793409827,0.0384651750687438
0.0127086765651033,0.0319407192244167
0.0127667123150992,0.0329935371684802
0.011880939099913,0.0323665042153669
0.0220673423809114,0.0985417374959196
0.0126125957275992,0.0317372503617183
0.0127983593960699,0.0318477009164017
0.0152359072104381,0.0449648312570436
0.0170846532790957,0.081548828398961
0.0111830755322462,0.0421885565907938
0.0130422136449573,0.0353131696499392
0.0115516707803233,0.0325876814954482
0.0168435132357818,0.046806157454072
0.0124274955238152,0.0319713345947129
0.0145872262330386,0.0450229870367991
0.0286336718028983,0.0856217521591233
0.0131335427023487,0.0333369262299316
0.0130361197477722,0.0318951980917791
0.0120523382245188,0.0404261946670405
0.0105226445258612,0.0631571013133608
0.0211658922256987,0.0649309611374003
0.0125492760099546,0.0317232140926079
0.0178966115149529,0.0370748804639271
0.0131756866171753,0.0322674668008617
0.016315595967251,0.0393909535063915
0.0172927348596451,0.0683021223928537
0.0152230739126692,0.0410404885382711
0.0245214857196806,0.102268609256463
0.0131610233112822,0.03458039477826
0.0179271035197957,0.0480051603444363
0.0146499051410446,0.0374157848775926
0.0123133599299886,0.0320616922112625
0.0182385704420272,0.0922130352207385
0.0121458661059491,0.0321101439264293
0.0175225289172005,0.035066272568646
0.0118411588845746,0.0360745333247441
0.0115400200930707,0.0369210829530981
0.012416398019871,0.0352444521986664
0.0236588509991571,0.127826996706772
0.0138271867545384,0.0348581797019681
0.0119430297315913,0.0318710874851587
0.0257427822967108,0.0802064731289791
0.0119784610096511,0.0321165289993967
0.0135987385912916,0.0361188835510339
0.0141529435319752,0.0366895774817489
0.010980575477528,0.0341983913957449
0.0192817348723944,0.0491350522164185
0.019044324597537,0.0382032794342663
0.0109983089697345,0.0326741988317691
0.0123079384348685,0.0319205500833158
0.0166584937823804,0.0423655304754933
0.0142242335010666,0.0383456663415293
0.0362184433209335,0.253385834456578
0.017107060278219,0.0461968658744898
0.0259899081576642,0.155566410041875
0.0124974792935978,0.0321982039308945
0.0204395761121609,0.136147425904134
0.0121462131712292,0.038423555886168
0.0135668978177238,0.0327965646873954
0.0183550477873684,0.0449764421928059
0.0154194309062873,0.0707943682083532
0.0193724874886911,0.0691083315259047
0.0266948048722782,0.104797910375387
0.0145034338274403,0.0631952866456355
0.0203865276445033,0.0721276865289618
0.0130651780031065,0.035549656178273
0.0151335143232487,0.0399538098192733
0.0136780083525468,0.0371412394520486
0.0193112818791386,0.106062964064848
0.0190396120786037,0.0558026189656354
0.0120466390893667,0.0344098038691915
0.0121496829373801,0.0317377780016528
0.0201181926097686,0.115141945045693
0.0149846023916267,0.0431690385132339
0.0193908067524293,0.0633822428263949
0.0255802195335658,0.502767995204466
0.0135900212871115,0.0338432598245763
0.0205309504396531,0.138899684808874
0.0137515420385539,0.0317177158552516
0.0218205553137217,0.0507784030300771
0.0156935323328322,0.0453295182536308
0.0137063847066143,0.0317592602724349
0.0121280249955236,0.0317000344044796
0.0134617736199372,0.0318284140816677
0.0296699442605124,0.101102872787616
0.0195428470725264,0.0608746043841989
0.0144158320901014,0.0477703157259498
0.0146687024444553,0.0345567518390483
0.0177297540001442,0.05629852707962
0.0303958128376043,0.243381518039285
0.018304026048434,0.0409161193556766
0.0207567413227394,0.154703968667305
0.0221900464808689,0.0850381971480134
0.0141799846563122,0.0356771889159947
0.0155206736134178,0.0348133564764695
0.0151069232097512,0.0371652820516954
0.0201313471345428,0.0462540947546077
0.024039839248727,0.242109509880919
0.00895539385193505,0.113844405774802
0.0153326016753424,0.0389777902754273
0.0194680327916748,0.0833115905623126
0.0126586297962497,0.0324356305127474
0.0127745400736117,0.0325880561194269
0.0123009998940878,0.0346812565554023
0.0137755983912672,0.035873007795092
0.0123864756554749,0.033301675624362
0.00895539385193505,0.115781615800813
0.0129084089746829,0.0316906255221722
0.00895539385193505,0.106475517149206
0.00895539385193505,0.113844405774802
0.0133795695459074,0.0317161168995489
0.00916125211159419,0.0408146648940247
0.00895539385193505,0.115462161445717
0.0133373527044599,0.0325359941090332
0.00895539385193505,0.115856227172367
0.0141027476786996,0.0362457014256446
0.0169919863622721,0.0869867281649279
0.0123563238727277,0.034002000778131
0.0126651240350894,0.0316888488555262
0.0175874359886941,0.0428508463330955
0.0181512324516093,0.074028090309159
0.0184784184887459,0.048345935479841
0.0161354857634698,0.0469994138829427
0.0141630436812517,0.0344965492300252
0.0123236437486513,0.0317962968390154
0.0183550477873684,0.0525206097238416
0.0135507538243359,0.0351268657476526
0.0128395772313034,0.03264961639892
0.0131879142930199,0.0368156027633435
0.011624981194165,0.035478945731837
0.01917787299693,0.0665625604546569
0.011895175119605,0.0329264641969895
0.0117425632552959,0.0326823954615565
0.0127540061875692,0.0320642386022249
0.0268811361225618,0.118455242945622
0.014955851944288,0.0487018100864935
0.0130920801147115,0.0325748744996281
0.0135386761494929,0.0333333802069606
0.0133663452710904,0.0331268554629881
0.0156295573559988,0.0433825138960715
0.0163050196558525,0.0525206097238416
0.0109576965779048,0.0395799132543661
0.012426619830598,0.0321563419730355
0.00888764421051273,0.0970655380615504
0.0127105682181471,0.0322092268185917
0.00975553122635467,0.06364935111213
0.0136904891778025,0.0361052072997553
0.0121543069407043,0.0319509023614597
0.013179436901804,0.034002000778131
0.0133286890616776,0.0330059017975436
0.0185829714774615,0.0556915850599944
0.0122030004276701,0.0325137711770806
0.015927005869354,0.0477703157259498
0.0238271264080118,0.175605056490028
0.0167726676248823,0.051305118213769
0.0158229164657551,0.0483532678124662
0.0162413047468947,0.051966113608757
0.0135801151156181,0.0323738374320095
0.0125031459080427,0.0319549442646616
0.01375735451887,0.0390690949742375
0.0126261232284331,0.0316897787796776
0.0124750523537728,0.0317025105824142
0.0113789391110687,0.0437552730917442
0.0114028832421672,0.0465797219159978
0.0122528209354061,0.0325098533558199
0.0128613988697249,0.0317355126343689
0.0161548881767696,0.0397063470159421
0.0124000782545141,0.0317213259325732
0.0131947830715118,0.0320342960879653
0.0133006986857377,0.03204860123393
0.0118537863343911,0.0334107037775458
0.0130012026113807,0.0340005382903927
0.0173771442553075,0.0670094600531806
0.0147894001608227,0.0463371668396722
0.0223843460633843,0.113250821682867
0.017719970867214,0.0491504683622014
0.0174816863390403,0.0600451896116922
0.028065064644182,0.16621198851982
0.0154891255262214,0.0443469885650637
0.0121121031253611,0.0464130045549867
0.0197481764215038,0.0873616657045056
0.0166450420447817,0.0390690949742375
0.0148741820949929,0.0478481976558148
0.0225756801066605,0.104745937045277
0.0123334940822703,0.0325296706746417
0.0145549661848702,0.0322642420835364
0.0286387018847526,0.122944480575407
0.0120214274691105,0.0727495879518264
0.0125911070475281,0.0321445716848056
0.0126356741814317,0.031890120932542
0.0151093865857367,0.036851316840478
0.0123797740894282,0.0418999241991752
0.0116379744145189,0.0356941385117834
0.0112869180190584,0.0596883496232645
0.022402490739129,0.0894027579668181
0.0125885549550728,0.0327586891622874
0.0209561534893629,0.104797910375387
0.0139740955651348,0.0329281310817227
0.0167470217469125,0.0422578011451435
0.0150059146093679,0.0382617896551785
0.0154331108652475,0.0520665024453902
0.0126352315946981,0.0316979679088394
0.0154975081529483,0.0409905625421565
0.0163015007010555,0.0449300589269942
0.0139779450026707,0.0341619611065862
0.0126469445243971,0.0316910308052154
0.0131817862703536,0.0341391181487601
0.0134495086955425,0.0402501750545474
0.0100455853251095,0.0466495782393933
0.0101478317137543,0.0411086663870673
0.0103286913603067,0.0411599635131792
0.0176196283100913,0.0627493095124989
0.00895539385193505,0.110252327088478
0.0120992767398104,0.0416962133943026
0.00895539385193505,0.113844405774802
0.0147707993389023,0.0320075511819333
0.0144926718765006,0.0360103354906439
0.012422124032355,0.0352775115972283
0.0118915637007758,0.0350247378780794
0.0133368261403607,0.0316898596765921
0.0143460180882642,0.0373826157904102
0.0101967443282149,0.0620125323183886
0.0120156532270003,0.0317753443237898
0.0137167285287253,0.0350456151862141
0.0129478389959997,0.0356602946639054
0.0147789894275987,0.036037288461213
0.0125861497560775,0.0344486692387221
0.0162813293733058,0.0695996320068404
0.0136018631468306,0.0368334362822319
0.0159677488480212,0.046563247266233
0.0150623311108785,0.0388475653207616
0.0134979924790185,0.0325561202851689
0.0106697900196034,0.053613684687546
0.012596941112785,0.0327299900845542
0.00974171883490854,0.048495459191034
0.0137604394224805,0.0350889077624446
0.0128890022116892,0.0320182840042947
0.0128427704133598,0.0316965915713021
0.0114420137307865,0.0464580267722884
0.0145206546939039,0.0324604312836127
0.0175791253681618,0.0796510527594223
0.0144741960087888,0.0366995724770585
0.0242351839537092,0.0719764821266597
