"beta_intercept","beta_neg_pred_1","beta_neg_pred_2","beta_neg_pred_3","beta_pos_pred_1","beta_pos_pred_2","beta_pos_pred_3","tau","disp","AUC"
3.20464473454851,0.0159422592387339,0.0155215838727181,-0.381251584078329,-0.0253092620668968,-0.0282671291426808,0.832218758178374,2.44873143954121,13.9922594353431,0.906
3.2152515430656,-0.0115242205060997,-0.0251519556305315,-0.286885078855211,-0.0117933891222489,-0.0458974889200542,0.857492959943592,2.49375960974163,14.0472240926088,0.898
3.23177255139946,0.00700343046822991,0.0285304591110148,-0.386401603579591,-0.0241918063921287,-0.0428172244403989,0.774415786141515,2.40594970026354,12.6711835871874,0.894
3.1986649946686,0.0176776581406432,0.0747437045169521,-0.307538626297624,-0.0294349665697014,-0.0262342905233193,0.803509228905656,2.28627541981083,13.9773310681859,0.904
3.15439156739368,0.000438226333699693,0.0330457477301093,-0.266243219501162,-0.0340761273412697,-0.0411303604061254,0.833399271543743,2.36339040865145,14.3448991467635,0.904
3.33737612970596,0.0259989201589367,-0.00311522784616723,-0.225217498742728,-0.00949282579574687,-0.0371541912252485,0.796685666005004,2.33636250469009,15.2461568400538,0.879
3.21098120097896,0.0415307967180624,0.0374650749790432,-0.366332007652406,-0.018823674711542,-0.0375906588964725,0.789393529063382,2.32603570734583,14.2321271355038,0.905
3.25446540238495,0.0332701346046597,0.0190442144354517,-0.448010315274564,-0.0550544433766217,-0.0520819915036259,0.83089454736313,2.37189460723561,16.0452438946902,0.932
2.83776561288122,-0.0261915461121155,0.0374577210779478,-0.343330162979907,-0.00850707970989282,-0.0105643316910132,0.857371532253606,2.7954035158385,15.3859920916801,0.896
3.29172108874163,0.0325571616194161,0.00152920919027569,-0.259887762750655,-0.0350692143660866,-0.0140593229989284,0.838229120840753,2.44830543749265,13.6030989316239,0.886
3.20766612605895,-0.0258951078116319,-0.0159974246197019,-0.359023501676823,-0.0311141396502413,-0.021008781770708,0.850271630384021,2.38419838774313,16.1411277430913,0.92
